src,tgt
(884-240)-469=,175
(452*181)+(692*745)=,597352
(900*698)=,628200
(724+793)=,1517
(959-109)=,850
575-(686*678)-399=,-464932
916-(533-268)=,651
320+939-921=,338
(548*297)-508=,162248
(628+759)-754=,633
(740*244)-276=,180284
(564+784)=,1348
935*(396*513)=,189943380
256+(124+636)+331=,1347
788-548*326+907=,-176953
(459*492)=,225828
526-987*(157-737)=,572986
(145-258)=,-113
833-750=,83
664+215-(322-511)=,1068
(477-359)*348=,41064
243*(606*718)+209=,105731453
328*139*627=,28586184
(695-725)*988-468=,-30108
(978-706)=,272
(301*477)+(218*174)=,181509
(252+832)=,1084
(801*360)-204-833=,287323
632*981-(460+757)=,618775
848*(682-294)=,329024
(335*479)-456+583=,160592
536+284=,820
955+371=,1326
223*121=,26983
(790*232)+497*476=,419852
730*536=,391280
(295*636)+(340*268)=,278740
708-323*421=,-135275
(356*900)*180=,57672000
(674*977)-219=,658279
(803+832)-(285*945)=,-267690
(388*272)=,105536
498-276-(666+598)=,-1042
675*556+961=,376261
(388-650)*597=,-156414
691*(504+415)=,635029
626*227-335=,141767
(116+170)*662+567=,189899
243*410=,99630
(659+778)*572=,821964
691*624=,431184
295*593=,174935
(917-530)+162*504=,82035
(858*503)=,431574
499*598=,298402
(612-330)=,282
175+173*857=,148436
(872-979)=,-107
(934+741)-469=,1206
801*561*750*628=,211649031000
412-619=,-207
(151*869)-841+575=,130953
(557+539)-(982-546)=,660
602*953-974*435=,150016
230+350-194=,386
392+528=,920
476-(621+336)*849=,-812017
518-903=,-385
(340+167)*(503+980)=,751881
751*(567+609)=,883176
190*955*483*220=,19280877000
(441*279)*264=,32482296
(574+758)=,1332
267+694-(159-423)=,1225
(319-482)-715=,-878
219*974=,213306
828+(578*850)+558=,492686
139*675=,93825
931-859=,72
531*(795*708)=,298878660
773*(894+989)+379=,1455938
(391-850)=,-459
(168*686)+595=,115843
982-845+594+561=,1292
968-874-340=,-246
(414+996)=,1410
(549-714)*709=,-116985
870-367=,503
906+735*885-333=,651048
642-864-471=,-693
852*113+306=,96582
347+969=,1316
(660*254)-(669+187)=,166784
955+(470-979)=,446
(636-606)=,30
(138-540)=,-402
(311*384)-962=,118462
330*(387*701)-822=,89523888
(269*465)*115=,14384775
440+954-560=,834
635-149+775+109=,1370
103-476=,-373
234-360+134=,8
(715-120)=,595
813*(423-702)=,-226827
647*(420*311)+246=,84511386
(480-382)-519=,-421
766+331=,1097
(647-903)+301=,45
(340*260)=,88400
(694-909)=,-215
631*(528*876)-679=,291854489
649-(497*271)=,-134038
834-320=,514
724*(151+734)+195=,640935
868+(458-387)+297=,1236
469*(252-705)=,-212457
(153*745)*391=,44568135
(244*979)=,238876
(319*536)-643=,170341
741*129=,95589
(150-338)=,-188
234-(435-778)+196=,773
(136*227)-996=,29876
167*102-122+852=,17764
330+115=,445
114-907+(586+297)=,90
152-(503-617)=,266
(185-301)+695=,579
(724*142)=,102808
269*699-581=,187450
832*(396+844)-449=,1031231
968+944+277=,2189
732-(203*427)=,-85949
968*(873-108)=,740520
(356-734)*223*221=,-18628974
(413*470)*(321*988)=,61561598280
761*(857+143)=,761000
953-212*852=,-179671
(698-536)=,162
937*734-302=,687456
(481+621)-481-610=,11
(415*924)+332=,383792
(278*975)*909=,246384450
(513*689)*(926*920)=,301117087440
608-(270+865)=,-527
(486-840)+862+349=,857
(949-205)+449=,1193
(703+840)=,1543
(990*160)-(119+693)=,157588
(357+868)=,1225
(225*215)-842=,47533
616+303=,919
899-488*(200*215)=,-20983101
(173*682)-771=,117215
483-572*156=,-88749
(900-613)-(552+332)=,-597
359*(154-796)*663=,-152806914
603-997-435=,-829
358*662=,236996
499*(861*895)-809=,384526096
434+779+436=,1649
(422*915)-729=,385401
(263-443)-645=,-825
(883*927)-280=,818261
636*740=,470640
501-304=,197
793+(660-427)=,1026
310+690=,1000
(532*757)-525=,402199
(854*503)-740=,428822
(987+238)+318=,1543
887*(713*692)=,437642252
(185+727)-388+230=,754
806*138*593=,65958204
(700*881)-759-405=,615536
283+395+358+247=,1283
(635+462)+784=,1881
689*(564*807)*447=,140177846484
(878*876)+(500*371)=,954628
849-273=,576
405*284=,115020
(175-680)=,-505
(234-593)*611=,-219349
(554*308)-321-520=,169791
(287*802)=,230174
(957*270)-(647-584)=,258327
(593-505)=,88
267+576=,843
411*631=,259341
(534*869)=,464046
763-444-789+552=,82
118-761*(871+115)=,-750228
497*(800+412)+254=,602618
(713+984)-614-976=,107
(936*556)=,520416
(272-908)*263*421=,-70419828
(915-207)+767-770=,705
(268+908)=,1176
652-259-845=,-452
572*319-379=,182089
(892-174)=,718
(152*457)+353=,69817
(882+539)*302=,429142
428+642+920=,1990
(777-838)+270=,209
(271-426)+902=,747
(160-725)+241=,-324
(710+976)=,1686
794+879=,1673
(934-623)*109=,33899
(206-679)=,-473
960*303*798=,232122240
483+(792+396)=,1671
791*(834*426)-408=,281029236
(822*833)+227=,684953
941-(160-259)+390=,1430
601*582=,349782
(327*264)+689+679=,87696
491+846-983+463=,817
(705+227)-893=,39
(939*714)-(497-674)=,670623
(671*619)+157-525=,414981
(461+112)+352=,925
102+379-(421*850)=,-357369
(259+627)*(199-650)=,-399586
233*495*(492-872)=,-43827300
(907+133)+(355*646)=,230370
293*237=,69441
(484-289)+(283+761)=,1239
112+(679+964)=,1755
(270-236)*872=,29648
313*(737*739)=,170473259
(158+909)=,1067
(932-474)*349=,159842
(641+508)-239=,910
(147+668)+(500-244)=,1071
(151-846)-846=,-1541
617*465=,286905
717*(510*900)*596=,196145388000
(206*829)*828=,141400872
408-(485-631)=,554
(102+510)-252+424=,784
855-992*256=,-253097
(342+871)=,1213
234*805=,188370
(915*235)*(133-205)=,-15481800
542-609=,-67
(908-796)+230=,342
847-563*318+509=,-177678
898+803-(868+750)=,83
(993*720)=,714960
724*370=,267880
(821-515)=,306
(486+753)-673=,566
(718-115)-981=,-378
(933*220)*565=,115971900
(415-706)-337=,-628
(226+449)-719=,-44
595-(375+306)=,-86
(577+240)+(558+672)=,2047
244+762=,1006
(663-357)+903=,1209
(593-248)*829=,286005
128+(585-108)=,605
537-682*(448*991)=,-302785639
843-829=,14
626+(226+700)=,1552
407*(949+691)=,667480
771-263=,508
188-(850-786)+246=,370
(445*183)-212*225=,33735
(751-356)*(305*704)=,84814400
(197-812)=,-615
101*791=,79891
(861+882)=,1743
159+817=,976
811-768=,43
265+(606+921)=,1792
918+917=,1835
(727-516)-431=,-220
(897+261)-976=,182
765*(688-517)=,130815
501*768=,384768
(858*527)-746=,451420
(597+566)*422=,490786
320*800*948=,242688000
440*391=,172040
(617*303)=,186951
(757+985)-(234*213)=,-48100
(965-779)=,186
867+244*794=,194603
835+(268*247)+490=,67521
739+116=,855
(997*653)*914=,595051474
218*(543*771)*766=,69910027164
742+492+856=,2090
(309-371)=,-62
(738-599)*639=,88821
158*397*558=,35001108
(292+193)*(623*303)=,91552965
(850-853)+398=,395
(163+560)+(180+638)=,1541
(905+851)=,1756
149*709=,105641
(348*480)+159*607=,263553
943-(306-856)+355=,1848
(315-989)+251=,-423
733*602=,441266
457+122=,579
(835-804)*311=,9641
(574*914)+722=,525358
(213-543)=,-330
745*(934-190)-954=,553326
(454-156)*209=,62282
(798+909)-385*988=,-378673
242+254=,496
(987-673)-(622-401)=,93
(318*150)=,47700
775+(681+571)*108=,135991
316-108*526=,-56492
235+823=,1058
(229-189)-(652+453)=,-1065
(884*481)=,425204
(181*257)+103-931=,45689
395+183-359=,219
221*(583-464)=,26299
(836+814)=,1650
(181+488)+(446*519)=,232143
643-409=,234
280-234=,46
433+(197*994)*952=,186419169
(390*357)+348+562=,140140
245+533+359=,1137
(374+628)*619=,620238
(592*647)-(296+829)=,381899
252+569=,821
816+988=,1804
679+820*859+803=,705862
526-424*(488+444)=,-394642
(649+378)+289+768=,2084
616-(610-353)=,359
(775*601)+354=,466129
(978-403)*(260*229)=,34235500
(304+958)=,1262
(277*153)=,42381
(446-405)+773=,814
(825+452)-561=,716
(675*834)=,562950
277+520=,797
673+978*(733+389)=,1097989
(981*560)=,549360
(486*772)=,375192
504+(387+239)*276=,173280
177+278*450=,125277
(886*546)=,483756
221-877+934=,278
794-751*109+249=,-80816
631*762=,480822
(662*987)+(621+678)=,654693
(566+738)+(163+631)=,2098
(453-900)+(568+539)=,660
680+396*718-268=,284740
(689-921)+696+334=,798
753-(693*920)=,-636807
(522-251)=,271
216-949=,-733
(970-972)*684=,-1368
(921*132)-590*794=,-346888
906+538+123=,1567
(569+489)*(760-297)=,489854
(725-197)=,528
667+853+210*166=,36380
(981-390)=,591
188-255=,-67
(801+988)+878*237=,209875
516+(915-671)=,760
443+537=,980
973+536=,1509
853*457+672+627=,391120
401+943=,1344
(138-204)*278=,-18348
(925-871)+738=,792
(490*808)*258=,102147360
196-(255-186)+184=,311
770*(121*107)-191=,9968999
920-212=,708
(596-642)=,-46
(352*375)=,132000
(793-724)-336=,-267
704*660*272=,126382080
(605+402)-359+715=,1363
480-682=,-202
804-490+735*504=,370754
826-991-656=,-821
(412+955)=,1367
(684*985)=,673740
954+952=,1906
(370*451)+(139-873)=,166136
191+(934-924)*626=,6451
453-497-425=,-469
198-564+591=,225
(403-767)*155+632=,-55788
833*(276-518)=,-201586
191+473*729+364=,345372
817*(845-519)*199=,53002058
300*590*315=,55755000
(271*186)=,50406
830-(194*889)=,-171636
442-(420*561)=,-235178
118*(115-498)+976=,-44218
260+680+882=,1822
(277*251)=,69527
(940+959)=,1899
567*735*770=,320893650
(531*500)+(763-391)=,265872
174*979=,170346
(191-943)-296*646=,-191968
(312*308)=,96096
921-(746+509)+116=,-218
249-(587*704)=,-412999
155*(213-927)=,-110670
241-956-630=,-1345
467*962+(530-516)=,449268
(762+338)+(853+672)=,2625
140+(358-245)=,253
871-(983+143)+568=,313
993+428=,1421
501+522-658=,365
(765-954)=,-189
(228+544)+989+833=,2594
(317+553)*(741*716)=,461583720
429+304=,733
714+185*358*809=,53580784
155+(691*849)=,586814
209+586=,795
408+402-931=,-121
317-776=,-459
(913*173)+302-808=,157443
(969-159)-336=,474
(722+106)=,828
205*331-581+266=,67540
621+736=,1357
910*693=,630630
476*(142*225)-626=,15207574
396*(624+802)-321=,564375
(479*617)=,295543
(671+371)-358=,684
729*(958-736)=,161838
(101+438)*718=,387002
352*157=,55264
(260+713)=,973
111*(688+246)*301=,31205874
629-(258*860)=,-221251
687*880+(101+368)=,605029
(994-356)-795*579=,-459667
830*269=,223270
(367+255)=,622
671+687=,1358
(867*793)+265=,687796
(681-736)*507-709=,-28594
(127+620)=,747
(803+159)=,962
(857*114)+(579-811)=,97466
614*(896-723)+289=,106511
(593*368)=,218224
(961*800)-537=,768263
108-996-(643+500)=,-2031
521-821+936=,636
(341-889)*689-904=,-378476
837*588=,492156
(997*534)*104=,55369392
(396-231)+172+192=,529
(168+711)-(186*576)=,-106257
687*219*(484-424)=,9027180
(867+869)*545-718=,945402
655+181=,836
(599-726)-266*457=,-121689
938+770-524=,1184
442*(343+926)*739=,414503622
(753+301)=,1054
(697+159)=,856
(547+729)=,1276
537+316=,853
930-927+193-866=,-670
943*222=,209346
(323+484)-904=,-97
(671+815)=,1486
556-585=,-29
793*(486+532)+739=,808013
(696-646)+283=,333
687*852=,585324
485+(508+825)+528=,2346
183*(978+134)=,203496
(962-765)=,197
(223-522)+521=,222
(240+494)=,734
(305*643)*972=,190623780
(365-400)*(232*522)=,-4238640
(550-271)-756=,-477
(549+126)=,675
644+(656*140)*136=,12490884
(579*403)-356=,232981
(257-999)=,-742
472+779*875=,682097
(565+305)=,870
507+401*283+662=,114652
472-756=,-284
(183*944)*103=,17793456
307+(575*255)*503=,73752682
(267-286)+(117*379)=,44324
(590+660)-(405-181)=,1026
621*(463-492)=,-18009
758+208+(377+269)=,1612
(660*957)*658=,415605960
(267-813)-638=,-1184
(654*553)*(288+806)=,395658228
695*871-199=,605146
(114*653)-372-873=,73197
(273+848)+381=,1502
784*386-433=,302191
(298-483)*911=,-168535
894*593-385*573=,309537
(414*348)=,144072
891+189=,1080
930+815=,1745
307*917-958=,280561
(212*149)-513=,31075
928-(512-837)=,1253
(187*132)-(763+177)=,23744
(256+204)*280=,128800
118*(352*744)=,30902784
(188+510)*998-639=,695965
(687*507)=,348309
(118+179)=,297
351*(844+207)=,368901
(992*264)=,261888
(205-253)-310=,-358
(947*222)=,210234
(527-870)-861=,-1204
705-169=,536
713-(465*833)+703=,-385929
(699+586)-940=,345
194-124*(355*319)=,-14042186
243*518+252=,126126
(993+162)+573*618=,355269
873*721-875*520=,174433
354-389=,-35
(422+310)*617*863=,389768772
556+(413+760)=,1729
(375+433)*645=,521160
(557+535)*(106+541)=,706524
843*574*962+714=,465495198
(565+530)=,1095
(420*576)*(434*766)=,80424852480
(457*535)+262=,244757
(200*158)*898=,28376800
337*990*209=,69728670
323*(188+524)*458=,105329008
(768+948)-227*529=,-118367
530*(453+537)*141=,73982700
885*979=,866415
302-(850*115)*134=,-13098198
(431+869)=,1300
(793+374)*(519*165)=,99936045
187-913+(851-979)=,-854
(635-168)+812+700=,1979
(220-270)*393=,-19650
(883+335)=,1218
(225*888)+(169-848)=,199121
840-950*375=,-355410
(692-227)=,465
(946+778)*544*100=,93785600
889+(426+749)-757=,1307
419*(675-660)=,6285
350-236=,114
(745+477)=,1222
321-477=,-156
(807+903)=,1710
(412+385)=,797
(294+397)+709=,1400
(549*860)+217-597=,471760
(207-453)=,-246
906-(342-731)=,1295
(773-895)-606=,-728
156+516=,672
(609*918)=,559062
705*(461-299)*308=,35176680
455*126-999=,56331
184-(118+857)*890=,-867566
290*935=,271150
451+(941*540)-905=,507686
300+(217*640)=,139180
535+734=,1269
(766*923)-(772-753)=,706999
(894+442)+659+639=,2634
(671-377)=,294
348*903-961=,313283
(762*879)*234=,156732732
(118-351)*(934-207)=,-169391
(711+332)*709-543=,738944
278-293=,-15
(495-770)=,-275
(766-593)=,173
(397+273)-(596*147)=,-86942
394+769=,1163
624*592=,369408
273-(211*849)+712=,-178154
(884+478)-(812*720)=,-583278
283-153+(633-401)=,362
(522*883)=,460926
535-778-435-921=,-1599
121-(149+292)*866=,-381785
(140*762)=,106680
(811*915)=,742065
112-412+248=,-52
(921-737)=,184
(329+674)-595=,408
(911*113)=,102943
(542*406)=,220052
839*995=,834805
515-378+125=,262
949-665-322-205=,-243
402*(806-913)=,-43014
(975*248)=,241800
(919-671)*589=,146072
489-(532+138)+313=,132
127*786*142=,14174724
458+633=,1091
(863-177)*134=,91924
(589*417)-(508+992)=,244113
(179*203)*743-695=,26997696
352-678-950=,-1276
630*643+375=,405465
378-814-610=,-1046
267-919-(605+566)=,-1823
(703-363)*209=,71060
(759*379)*266-398=,76517428
(231-587)*322=,-114632
(380-734)+909=,555
309*656=,202704
(464*498)-140=,230932
689-373=,316
(623*290)+677*159=,288313
(148+930)=,1078
(646+252)=,898
(583*929)*988=,535107716
871+971+(191*438)=,85500
145*(962-685)=,40165
(642-993)*329+796=,-114683
667-281*147=,-40640
902+(542+500)-889=,1055
(710*905)-492=,642058
(683*279)=,190557
(676+735)+(133*256)=,35459
975-590*469=,-275735
984+735=,1719
(637*766)=,487942
899*682=,613118
174+(440+338)=,952
504*(896*953)+937=,430360489
569+(963+781)=,2313
142+(821*386)=,317048
119*982*460+242=,53754922
(175-340)*659=,-108735
692*594+(897*369)=,742041
(579-820)=,-241
(968*932)=,902176
(379-886)-376*462=,-174219
(226+916)-382-845=,-85
(351+502)*403=,343759
(497*830)=,412510
686*(858*601)=,353741388
(666*651)=,433566
(874+230)+(760*706)=,537664
(392+272)+765=,1429
216*857-599*368=,-35320
(497*840)=,417480
(140+930)*(692*326)=,241383440
(502*262)=,131524
443*362=,160366
899+350-688=,561
567-(748*495)=,-369693
(717+669)-515=,871
(863*883)+570=,762599
207*741=,153387
(225+462)=,687
179-(632*732)=,-462445
684+598=,1282
372-265*782=,-206858
719*650-198=,467152
(487-634)=,-147
(815-706)-433=,-324
(513-337)+548+582=,1306
(809-299)+910=,1420
(350-682)-908=,-1240
(753*239)-(491+940)=,178536
(988*599)=,591812
(157+731)-114+909=,1683
(458-183)+162=,437
(446*180)=,80280
218*431*626+708=,58818416
(142+951)-227=,866
(445-913)*121=,-56628
(387*936)-290=,361942
398+(729-379)*740=,259398
565-(523*660)=,-344615
171+(995+272)-881=,557
689*792*574-312=,313224600
336+111=,447
(749-352)-509+290=,178
804*115-357=,92103
105*(209*315)=,6912675
600-124=,476
831-(128-728)*384=,231231
(355+579)+445=,1379
(329-804)=,-475
866+392-617=,641
291+231-133=,389
(565+786)+911=,2262
366-(791*596)+266=,-470804
(367+165)=,532
(494*869)+779=,430065
(100+836)*(331*534)=,165441744
(260-174)=,86
(289-110)*(579*362)=,37518042
463+(400+494)*924=,826519
(444*485)=,215340
132*871=,114972
(668-973)*493=,-150365
305-385-261+528=,187
(211*697)=,147067
(442+636)-524=,554
128-321-604=,-797
(752*438)*281-815=,92553841
941*496-462=,466274
(380+817)*315+647=,377702
357*(532+530)=,379134
122+333=,455
(566-135)-(263-100)=,268
(778+222)*(271-695)=,-424000
476*(912-417)*904=,213000480
910*(461*344)*513=,74031768720
359*351*195*578=,14202474390
(666*704)=,468864
(444+320)*834=,637176
278*581=,161518
(672-202)=,470
856-(816*657)=,-535256
(252+561)*722=,586986
172*379=,65188
(389*562)=,218618
430-(255+453)=,-278
463+(710*956)=,679223
(190-579)*(852*717)=,-237633876
352*172*959=,58061696
(872*542)*503=,237729872
716-930=,-214
527-858=,-331
(164*355)+(510*388)=,256100
610-625*874*698=,-381281890
645+343-(723-456)=,721
(430-958)=,-528
527*177+452=,93731
992*(246+241)-142=,482962
498*537+(262+839)=,268527
869-656=,213
(507*297)*168*756=,19124737632
843-654=,189
(198*392)=,77616
(286*377)*(145+748)=,96285046
186-890=,-704
175*333-(508-256)=,58023
(621+939)=,1560
219+729=,948
928*530+269-136=,491973
725-428=,297
201-553+854*930=,793868
565*169+251+608=,96344
(673+185)*924+265=,793057
(484-961)=,-477
(714+322)*139=,144004
(805+567)*183=,251076
992-(308+528)-112=,44
345+(317*368)-765=,116236
873-(396*838)=,-330975
802+(475+892)+516=,2685
(358+471)=,829
221*165=,36465
978+143=,1121
(612+405)-106=,911
878-909*(982+490)=,-1337170
558-420*469+502=,-195920
(626+598)*992=,1214208
(968*922)=,892496
780*(990-254)=,574080
615+(451+373)=,1439
(321*302)=,96942
(590*570)=,336300
(248*809)*(582*461)=,53829966864
(279*423)-199=,117818
(605-622)*775=,-13175
(682-157)-868=,-343
381-284=,97
163*(537*328)*545=,15647041560
174-654+961-486=,-5
197*(484*215)=,20499820
530*275=,145750
(833-122)*743-308=,527965
(812-280)+(273+511)=,1316
231*347=,80157
(782*815)=,637330
(220-627)+(196-367)=,-578
692+395=,1087
653-419=,234
(865*487)*805=,339110275
865-218*606=,-131243
(264*927)*866+432=,211934880
997+705-869=,833
148*526=,77848
(181+263)=,444
667+(817-872)=,612
911+(875-204)-519=,1063
602*613-451=,368575
766*598+287*507=,603577
385*390*592-557=,88888243
(528-668)+748-152=,456
362-197-(915*265)=,-242310
(990*934)+567+167=,925394
916+555=,1471
(176*115)+160-118=,20282
266*(581*411)-132=,63518274
(485*792)-232=,383888
(666-595)*402=,28542
(959*116)*434=,48279896
864+626+852=,2342
(410+620)+242*405=,99040
311-(514-426)=,223
(723*579)=,418617
(185*692)*266-166=,34053154
897-(333+447)=,117
(136+464)+145=,745
(563+141)=,704
(745-732)+989+456=,1458
824*456*742*653=,182057737344
190*573=,108870
(902*196)+182=,176974
(215-921)+(217+814)=,325
(167*962)*835=,134146090
(681+557)*541+973=,670731
(855*564)-(656+809)=,480755
565-(413-736)=,888
616*115+892=,71732
(437+887)-(877+662)=,-215
549-928=,-379
440-(413*685)=,-282465
584+819-812=,591
(780-245)*(753+382)=,607225
(924+195)+821=,1940
564+302=,866
(345+449)=,794
259*(702+701)+864=,364241
976-878=,98
(476*427)=,203252
836-852=,-16
(105-657)+(994-932)=,-490
(151-437)-558=,-844
361+869+421=,1651
633*(600+687)+728=,815399
714-(991+201)-479=,-957
(274-730)-979=,-1435
175+(603+131)+425=,1334
304-734=,-430
(671+940)=,1611
536-(745+530)=,-739
(850-790)+880+906=,1846
817-912+(690*639)=,440815
(689-625)-680=,-616
(333*354)+(460-372)=,117970
(581-664)*551=,-45733
226+139=,365
597*374*784=,175049952
781-874+970=,877
(673-552)*(266+606)=,105512
841-313=,528
(327+822)+277*683=,190340
(495+246)*(687-944)=,-190437
721*408+(636*529)=,630612
(447*150)-612=,66438
(688+168)+419=,1275
(488-190)-(599+666)=,-967
(608-632)=,-24
966+955-(275+153)=,1493
(138-905)=,-767
510-951*610+445=,-579155
(489*457)+576=,224049
(514*403)-(684*782)=,-327746
567*576=,326592
(887-917)+198=,168
709*(545-683)*965=,-94417530
(625-849)=,-224
549*809*545=,242056845
(477-902)=,-425
866+628=,1494
786*919+510=,722844
758*598*155=,70259020
258*557+432=,144138
312-533*854=,-454870
(553*927)=,512631
(793*565)+620-129=,448536
347+847=,1194
(263*908)=,238804
814-372=,442
(587+913)-(704-183)=,979
(692+838)*185=,283050
860*(943+100)-241=,896739
(521+979)=,1500
(381*626)=,238506
884*464=,410176
(140*722)+(174+772)=,102026
836-(139-695)=,1392
955*(997*846)-919=,805505291
(969+335)*(560-720)=,-208640
(345*177)*(557-371)=,11358090
(298-312)=,-14
724-470-850=,-596
943-(359+911)-624=,-951
(773*365)+986*606=,879661
(878-494)=,384
261*377=,98397
559+(245+207)=,1011
362+507*293=,148913
544-(927*516)=,-477788
(640+782)+366=,1788
800*(794-403)=,312800
544*439=,238816
523-(747+578)=,-802
(132+414)+465+490=,1501
(539+247)*(765-757)=,6288
(962-758)=,204
717*934=,669678
(929+174)+767=,1870
(935*454)=,424490
792-429+(674-614)=,423
(412*909)=,374508
270-(332-306)=,244
522+403+377=,1302
(586*158)=,92588
473+(833-507)=,799
(517*609)+289-694=,314448
(459+895)+(953*588)=,561718
797-831*129=,-106402
591*415=,245265
472+128+365-812=,153
(774+387)=,1161
783-910+(321*487)=,156200
